"filename", "language", "Dotenv", "JavaScript", "JSON", "vue", "Markdown", "TypeScript", "MS SQL", "JSON with Comments", "HTML", "comment", "blank", "total"
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_146.ts", "TypeScript", 0, 0, 0, 0, 0, 13234, 0, 0, 0, 5089, 46, 18369
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_147.ts", "TypeScript", 0, 0, 0, 0, 0, 10381, 0, 0, 0, 6546, 46, 16973
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_148.ts", "TypeScript", 0, 0, 0, 0, 0, 5777, 0, 0, 0, 491, 16, 6284
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_149.ts", "TypeScript", 0, 0, 0, 0, 0, 1441, 0, 0, 0, 2831, 7, 4279
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_150.ts", "TypeScript", 0, 0, 0, 0, 0, 10284, 0, 0, 0, 7586, 29, 17899
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_151.ts", "TypeScript", 0, 0, 0, 0, 0, 8054, 0, 0, 0, 6063, 27, 14144
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_152.ts", "TypeScript", 0, 0, 0, 0, 0, 11853, 0, 0, 0, 2688, 36, 14577
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_153.ts", "TypeScript", 0, 0, 0, 0, 0, 13453, 0, 0, 0, 2253, 45, 15751
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_154.ts", "TypeScript", 0, 0, 0, 0, 0, 8391, 0, 0, 0, 1364, 32, 9787
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_155.ts", "TypeScript", 0, 0, 0, 0, 0, 9132, 0, 0, 0, 194, 27, 9353
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_156.ts", "TypeScript", 0, 0, 0, 0, 0, 8422, 0, 0, 0, 3103, 33, 11558
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_157.ts", "TypeScript", 0, 0, 0, 0, 0, 14832, 0, 0, 0, 4687, 59, 19578
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_158.ts", "TypeScript", 0, 0, 0, 0, 0, 5867, 0, 0, 0, 2127, 23, 8017
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_159.ts", "TypeScript", 0, 0, 0, 0, 0, 748, 0, 0, 0, 0, 3, 751
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_25_1761117746332\segment_160.ts", "TypeScript", 0, 0, 0, 0, 0, 299, 0, 0, 0, 0, 3, 302
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_000.ts", "TypeScript", 0, 0, 0, 0, 0, 10673, 0, 0, 0, 6672, 33, 17378
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_001.ts", "TypeScript", 0, 0, 0, 0, 0, 4898, 0, 0, 0, 2563, 18, 7479
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_002.ts", "TypeScript", 0, 0, 0, 0, 0, 14540, 0, 0, 0, 8381, 35, 22956
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_003.ts", "TypeScript", 0, 0, 0, 0, 0, 12251, 0, 0, 0, 6691, 30, 18972
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_004.ts", "TypeScript", 0, 0, 0, 0, 0, 14310, 0, 0, 0, 2898, 43, 17251
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_005.ts", "TypeScript", 0, 0, 0, 0, 0, 10730, 0, 0, 0, 4579, 43, 15352
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_006.ts", "TypeScript", 0, 0, 0, 0, 0, 14399, 0, 0, 0, 3782, 59, 18240
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_007.ts", "TypeScript", 0, 0, 0, 0, 0, 17135, 0, 0, 0, 5527, 67, 22729
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_008.ts", "TypeScript", 0, 0, 0, 0, 0, 9431, 0, 0, 0, 4741, 30, 14202
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_009.ts", "TypeScript", 0, 0, 0, 0, 0, 15768, 0, 0, 0, 5744, 49, 21561
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_010.ts", "TypeScript", 0, 0, 0, 0, 0, 1917, 0, 0, 0, 809, 2, 2728
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_011.ts", "TypeScript", 0, 0, 0, 0, 0, 10389, 0, 0, 0, 3948, 34, 14371
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_012.ts", "TypeScript", 0, 0, 0, 0, 0, 15674, 0, 0, 0, 6690, 47, 22411
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_013.ts", "TypeScript", 0, 0, 0, 0, 0, 14379, 0, 0, 0, 6726, 53, 21158
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_014.ts", "TypeScript", 0, 0, 0, 0, 0, 9049, 0, 0, 0, 1291, 26, 10366
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_015.ts", "TypeScript", 0, 0, 0, 0, 0, 10983, 0, 0, 0, 2370, 38, 13391
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_016.ts", "TypeScript", 0, 0, 0, 0, 0, 6453, 0, 0, 0, 1153, 23, 7629
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_017.ts", "TypeScript", 0, 0, 0, 0, 0, 16816, 0, 0, 0, 3633, 67, 20516
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_5_1759824535612\segment_018.ts", "TypeScript", 0, 0, 0, 0, 0, 1381, 0, 0, 0, 1851, 1, 3233
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_6_1759830463550\segment_000.ts", "TypeScript", 0, 0, 0, 0, 0, 12390, 0, 0, 0, 4204, 46, 16640
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_6_1759830463550\segment_001.ts", "TypeScript", 0, 0, 0, 0, 0, 7989, 0, 0, 0, 899, 22, 8910
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_6_1759830463550\segment_002.ts", "TypeScript", 0, 0, 0, 0, 0, 18060, 0, 0, 0, 4529, 62, 22651
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_6_1759830463550\segment_003.ts", "TypeScript", 0, 0, 0, 0, 0, 15666, 0, 0, 0, 4207, 67, 19940
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_6_1759830463550\segment_004.ts", "TypeScript", 0, 0, 0, 0, 0, 5842, 0, 0, 0, 3548, 20, 9410
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_7_1759833715540\segment_000.ts", "TypeScript", 0, 0, 0, 0, 0, 11918, 0, 0, 0, 4876, 32, 16826
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_7_1759833715540\segment_001.ts", "TypeScript", 0, 0, 0, 0, 0, 7019, 0, 0, 0, 1857, 30, 8906
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_7_1759833715540\segment_002.ts", "TypeScript", 0, 0, 0, 0, 0, 15966, 0, 0, 0, 6171, 61, 22198
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_7_1759833715540\segment_003.ts", "TypeScript", 0, 0, 0, 0, 0, 11276, 0, 0, 0, 8211, 41, 19528
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_7_1759833715540\segment_004.ts", "TypeScript", 0, 0, 0, 0, 0, 4640, 0, 0, 0, 4146, 17, 8803
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_000.ts", "TypeScript", 0, 0, 0, 0, 0, 12501, 0, 0, 0, 4663, 38, 17202
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_001.ts", "TypeScript", 0, 0, 0, 0, 0, 6528, 0, 0, 0, 972, 17, 7517
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_002.ts", "TypeScript", 0, 0, 0, 0, 0, 15252, 0, 0, 0, 7642, 54, 22948
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_003.ts", "TypeScript", 0, 0, 0, 0, 0, 14209, 0, 0, 0, 4900, 50, 19159
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_004.ts", "TypeScript", 0, 0, 0, 0, 0, 13186, 0, 0, 0, 3718, 38, 16942
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_005.ts", "TypeScript", 0, 0, 0, 0, 0, 10739, 0, 0, 0, 4064, 36, 14839
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_006.ts", "TypeScript", 0, 0, 0, 0, 0, 15110, 0, 0, 0, 3283, 56, 18449
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_007.ts", "TypeScript", 0, 0, 0, 0, 0, 16331, 0, 0, 0, 6869, 66, 23266
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_008.ts", "TypeScript", 0, 0, 0, 0, 0, 8691, 0, 0, 0, 5439, 23, 14153
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_009.ts", "TypeScript", 0, 0, 0, 0, 0, 17345, 0, 0, 0, 4528, 60, 21933
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_010.ts", "TypeScript", 0, 0, 0, 0, 0, 1910, 0, 0, 0, 789, 4, 2703
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_011.ts", "TypeScript", 0, 0, 0, 0, 0, 7765, 0, 0, 0, 6469, 25, 14259
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_012.ts", "TypeScript", 0, 0, 0, 0, 0, 14672, 0, 0, 0, 7860, 62, 22594
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_013.ts", "TypeScript", 0, 0, 0, 0, 0, 15145, 0, 0, 0, 5661, 51, 20857
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_014.ts", "TypeScript", 0, 0, 0, 0, 0, 6793, 0, 0, 0, 3702, 31, 10526
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_015.ts", "TypeScript", 0, 0, 0, 0, 0, 9811, 0, 0, 0, 3491, 51, 13353
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_016.ts", "TypeScript", 0, 0, 0, 0, 0, 5504, 0, 0, 0, 2111, 16, 7631
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_017.ts", "TypeScript", 0, 0, 0, 0, 0, 18316, 0, 0, 0, 2000, 81, 20397
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_8_1759837237144\segment_018.ts", "TypeScript", 0, 0, 0, 0, 0, 2737, 0, 0, 0, 355, 12, 3104
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_9_1759837572728\segment_000.ts", "TypeScript", 0, 0, 0, 0, 0, 12606, 0, 0, 0, 4113, 51, 16770
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_9_1759837572728\segment_001.ts", "TypeScript", 0, 0, 0, 0, 0, 5372, 0, 0, 0, 3433, 23, 8828
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_9_1759837572728\segment_002.ts", "TypeScript", 0, 0, 0, 0, 0, 15333, 0, 0, 0, 7052, 64, 22449
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_9_1759837572728\segment_003.ts", "TypeScript", 0, 0, 0, 0, 0, 12431, 0, 0, 0, 7462, 50, 19943
"d:\CV\Project-Web-Real-Madrid-V2\backend\uploads\hls\hls_9_1759837572728\segment_004.ts", "TypeScript", 0, 0, 0, 0, 0, 4753, 0, 0, 0, 4754, 13, 9520
"d:\CV\Project-Web-Real-Madrid-V2\frontend\.env", "Dotenv", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"d:\CV\Project-Web-Real-Madrid-V2\frontend\README.md", "Markdown", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 12, 30
"d:\CV\Project-Web-Real-Madrid-V2\frontend\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 4, 17
"d:\CV\Project-Web-Real-Madrid-V2\frontend\jsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 9
"d:\CV\Project-Web-Real-Madrid-V2\frontend\package-lock.json", "JSON", 0, 0, 3448, 0, 0, 0, 0, 0, 0, 0, 1, 3449
"d:\CV\Project-Web-Real-Madrid-V2\frontend\package.json", "JSON", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 1, 28
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\App.vue", "vue", 0, 0, 0, 36, 0, 0, 0, 0, 0, 4, 7, 47
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\assets\data\palmares.json", "JSON", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 4, 92
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\components\FooterBar.vue", "vue", 0, 0, 0, 104, 0, 0, 0, 0, 0, 6, 18, 128
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\components\HlsPlayer.vue", "vue", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 9, 68
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\components\MatchScoreboard.vue", "vue", 0, 0, 0, 90, 0, 0, 0, 0, 0, 7, 16, 113
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\components\MembershipCard.vue", "vue", 0, 0, 0, 141, 0, 0, 0, 0, 0, 4, 24, 169
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\components\NavBar.vue", "vue", 0, 0, 0, 231, 0, 0, 0, 0, 0, 16, 40, 287
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\components\NotificationBell.vue", "vue", 0, 0, 0, 47, 0, 0, 0, 0, 0, 1, 6, 54
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\components\SponsorsSection.vue", "vue", 0, 0, 0, 59, 0, 0, 0, 0, 0, 2, 6, 67
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\components\ToastHost.vue", "vue", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 3, 23
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\composables\useToast.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 3, 15
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\main.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 3, 17
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\CartDetail.vue", "vue", 0, 0, 0, 138, 0, 0, 0, 0, 0, 2, 16, 156
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\Home.vue", "vue", 0, 0, 0, 1217, 0, 0, 0, 0, 0, 38, 153, 1408
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\Login.vue", "vue", 0, 0, 0, 108, 0, 0, 0, 0, 0, 3, 11, 122
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\MyTickets.vue", "vue", 0, 0, 0, 111, 0, 0, 0, 0, 0, 2, 11, 124
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\News.vue", "vue", 0, 0, 0, 107, 0, 0, 0, 0, 0, 3, 14, 124
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\NewsDetail.vue", "vue", 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 10, 74
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\Register.vue", "vue", 0, 0, 0, 94, 0, 0, 0, 0, 0, 1, 11, 106
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\Shop.vue", "vue", 0, 0, 0, 334, 0, 0, 0, 0, 0, 21, 47, 402
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\Tickets.vue", "vue", 0, 0, 0, 219, 0, 0, 0, 0, 0, 3, 32, 254
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\WalletBalance.vue", "vue", 0, 0, 0, 95, 0, 0, 0, 0, 0, 1, 11, 107
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\admin\AdminDashboard.vue", "vue", 0, 0, 0, 182, 0, 0, 0, 0, 0, 12, 19, 213
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\admin\HighlightsUpload.vue", "vue", 0, 0, 0, 139, 0, 0, 0, 0, 0, 1, 22, 162
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\admin\ManageHighlights.vue", "vue", 0, 0, 0, 200, 0, 0, 0, 0, 0, 4, 14, 218
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\admin\ManageMatches.vue", "vue", 0, 0, 0, 265, 0, 0, 0, 0, 0, 3, 26, 294
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\admin\ManageNews.vue", "vue", 0, 0, 0, 237, 0, 0, 0, 0, 0, 7, 27, 271
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\admin\ManageOrders.vue", "vue", 0, 0, 0, 237, 0, 0, 0, 0, 0, 2, 22, 261
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\admin\ManagePlayers.vue", "vue", 0, 0, 0, 688, 0, 0, 0, 0, 0, 11, 78, 777
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\admin\ManageProducts.vue", "vue", 0, 0, 0, 209, 0, 0, 0, 0, 0, 3, 23, 235
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\admin\ManageTickets.vue", "vue", 0, 0, 0, 212, 0, 0, 0, 0, 0, 2, 21, 235
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\admin\ManageUsers.vue", "vue", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 8, 76
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\admin\MatchForm.vue", "vue", 0, 0, 0, 228, 0, 0, 0, 0, 0, 9, 26, 263
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\admin\wallet\AdminCashback.vue", "vue", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 3, 42
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\admin\wallet\AdminWithdrawals.vue", "vue", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 7, 74
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\highlights\HighlightDetail.vue", "vue", 0, 0, 0, 121, 0, 0, 0, 0, 0, 5, 18, 144
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\highlights\HighlightsList.vue", "vue", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 14, 109
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\orders\MyOrders.vue", "vue", 0, 0, 0, 149, 0, 0, 0, 0, 0, 3, 18, 170
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\orders\OrderDetail.vue", "vue", 0, 0, 0, 325, 0, 0, 0, 0, 0, 5, 42, 372
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\palmares\Palmares.vue", "vue", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 10, 41
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\palmares\PalmaresList.vue", "vue", 0, 0, 0, 92, 0, 0, 0, 0, 0, 4, 17, 113
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\palmares\PalmaresSummary.vue", "vue", 0, 0, 0, 77, 0, 0, 0, 0, 0, 1, 14, 92
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\partners\Sponsors.vue", "vue", 0, 0, 0, 295, 0, 0, 0, 0, 0, 4, 23, 322
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\pay\ProviderSandbox.vue", "vue", 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 11, 67
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\players\PlayerDetail.vue", "vue", 0, 0, 0, 250, 0, 0, 0, 0, 0, 10, 32, 292
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\players\Players.vue", "vue", 0, 0, 0, 255, 0, 0, 0, 0, 0, 12, 36, 303
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\tickets\TicketOrderDetail.vue", "vue", 0, 0, 0, 142, 0, 0, 0, 0, 0, 1, 15, 158
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\user\EditProfile.vue", "vue", 0, 0, 0, 116, 0, 0, 0, 0, 0, 1, 24, 141
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\user\Membership.vue", "vue", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 8, 67
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\pages\user\Profile.vue", "vue", 0, 0, 0, 285, 0, 0, 0, 0, 0, 7, 37, 329
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\router\index.js", "JavaScript", 0, 198, 0, 0, 0, 0, 0, 0, 0, 19, 17, 234
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\services\api.js", "JavaScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 6, 12, 72
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\services\assets.js", "JavaScript", 0, 95, 0, 0, 0, 0, 0, 0, 0, 17, 20, 132
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\services\highlights.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 10, 6, 35
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\store\auth.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 2, 4, 38
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\store\cart.js", "JavaScript", 0, 70, 0, 0, 0, 0, 0, 0, 0, 3, 2, 75
"d:\CV\Project-Web-Real-Madrid-V2\frontend\src\store\orders.js", "JavaScript", 0, 46, 0, 0, 0, 0, 0, 0, 0, 1, 2, 49
"d:\CV\Project-Web-Real-Madrid-V2\frontend\vite.config.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 3, 20
"d:\CV\Project-Web-Real-Madrid-V2\package-lock.json", "JSON", 0, 0, 1685, 0, 0, 0, 0, 0, 0, 0, 1, 1686
"d:\CV\Project-Web-Real-Madrid-V2\package.json", "JSON", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 24
"Total", "-", 34, 5850, 8802, 8392, 18, 3827609, 613, 8, 13, 1489241, 15314, 5355894